task,model,duplicates,metric,mean,sem
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,1,prefix_match,0.02530044275774826,0.002793104581426762
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,16,exact_match,0.01582815149802148,0.002968311249376844
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,16,squad_f1,0.07753831339190298,0.004535562065691366
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,16,squad_recall,0.09762443134404694,0.005510374892464153
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,16,prefix_match,0.027133973996608253,0.0038640442447264306
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,256,exact_match,0.02054794520547945,0.005254265646171481
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,256,squad_f1,0.0877071330495988,0.007815058912101028
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,256,squad_recall,0.10750163078930203,0.00925206109947746
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,256,prefix_match,0.03287671232876712,0.006604217187325416
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,0,exact_match,0.0190032269630692,0.002585836624815356
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,0,squad_f1,0.10832236266979903,0.004010709962637254
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,0,squad_recall,0.14329764892690672,0.005076133435018258
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,0,prefix_match,0.041233416995338834,0.003765604659263414
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,1,exact_match,0.021505376344086023,0.0025801235187176016
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,1,squad_f1,0.10005666376634119,0.0037780234560739804
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,1,squad_recall,0.13440596668775037,0.004790417067760248
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,1,prefix_match,0.043010752688172046,0.00360852569844608
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,16,exact_match,0.04352741661955907,0.004852623294723181
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,16,squad_f1,0.15630754522783918,0.006382608613307583
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,16,squad_recall,0.21680462461977443,0.008325065643852651
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,16,prefix_match,0.11588468061051442,0.007612483102623861
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,256,exact_match,0.3958904109589041,0.018112633181126336
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,256,squad_f1,0.6789279518046641,0.011298081940715963
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,256,squad_recall,0.9690639269406393,0.006278060478510133
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_privacy-hf,256,prefix_match,0.9657534246575342,0.006735625594800483
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_testset-hf,0,exact_match,0.01613481534600215,0.002386181154494215
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_testset-hf,0,squad_f1,0.06673964983078517,0.0034474997324475
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_testset-hf,0,squad_recall,0.08137069097986989,0.003997944988123224
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_testset-hf,0,prefix_match,0.020078881319469343,0.002656555725552457
